time,total_gpu_num,idle_gpu_num,pending_gpu_num,running_gpujob_num,pending_gpujob_num,pending_job_num_less_8,total_node_num,consolidate_node_num,shared_node_num,gpu_utilization
0.0,512,512,0,0,0,0,64,0,0,0.0
240.0,512,512,0,0,0,0,64,0,0,0.0
480.0,512,512,0,0,0,0,64,0,0,0.0
720.0,512,504,0,2,0,0,64,0,1,0.016
960.0,512,488,0,6,0,0,64,0,3,0.047
1200.0,512,488,0,6,0,0,64,0,3,0.047
1440.0,512,488,0,6,0,0,64,0,3,0.047
1680.0,512,488,0,6,0,0,64,0,3,0.047
1920.0,512,488,0,6,0,0,64,0,3,0.047
2160.0,512,488,0,6,0,0,64,0,3,0.047
2400.0,512,488,0,6,0,0,64,0,3,0.047
2640.0,512,488,0,6,0,0,64,0,3,0.047
2880.0,512,488,0,6,0,0,64,0,3,0.047
3120.0,512,488,0,6,0,0,64,0,3,0.047
3360.0,512,488,0,6,0,0,64,0,3,0.047
3600.0,512,488,0,6,0,0,64,0,3,0.047
3840.0,512,488,0,6,0,0,64,0,3,0.047
4080.0,512,488,0,6,0,0,64,0,3,0.047
4320.0,512,488,0,6,0,0,64,0,3,0.047
4560.0,512,488,0,6,0,0,64,0,3,0.047
4800.0,512,488,0,6,0,0,64,0,3,0.047
5040.0,512,488,0,6,0,0,64,0,3,0.047
5280.0,512,488,0,6,0,0,64,0,3,0.047
5520.0,512,488,0,6,0,0,64,0,3,0.047
5760.0,512,488,0,6,0,0,64,0,3,0.047
6000.0,512,488,0,6,0,0,64,0,3,0.047
6240.0,512,488,0,6,0,0,64,0,3,0.047
6480.0,512,488,0,6,0,0,64,0,3,0.047
6720.0,512,488,0,6,0,0,64,0,3,0.047
6960.0,512,488,0,6,0,0,64,0,3,0.047
7200.0,512,488,0,6,0,0,64,0,3,0.047
7440.0,512,488,0,6,0,0,64,0,3,0.047
7680.0,512,488,0,6,0,0,64,0,3,0.047
7920.0,512,488,0,6,0,0,64,0,3,0.047
8160.0,512,488,0,6,0,0,64,0,3,0.047
8400.0,512,488,0,6,0,0,64,0,3,0.047
8640.0,512,488,0,6,0,0,64,0,3,0.047
8880.0,512,488,0,6,0,0,64,0,3,0.047
9120.0,512,488,0,6,0,0,64,0,3,0.047
9360.0,512,488,0,6,0,0,64,0,3,0.047
9600.0,512,488,0,6,0,0,64,0,3,0.047
9840.0,512,488,0,6,0,0,64,0,3,0.047
10080.0,512,488,0,6,0,0,64,0,3,0.047
10320.0,512,488,0,6,0,0,64,0,3,0.047
10560.0,512,488,0,6,0,0,64,0,3,0.047
10800.0,512,488,0,6,0,0,64,0,3,0.047
11040.0,512,488,0,6,0,0,64,0,3,0.047
11280.0,512,488,0,6,0,0,64,0,3,0.047
11520.0,512,488,0,6,0,0,64,0,3,0.047
11760.0,512,488,0,6,0,0,64,0,3,0.047
12000.0,512,488,0,6,0,0,64,0,3,0.047
12240.0,512,488,0,6,0,0,64,0,3,0.047
12480.0,512,488,0,6,0,0,64,0,3,0.047
12720.0,512,488,0,6,0,0,64,0,3,0.047
12960.0,512,488,0,6,0,0,64,0,3,0.047
13200.0,512,488,0,6,0,0,64,0,3,0.047
13440.0,512,488,0,6,0,0,64,0,3,0.047
13680.0,512,488,0,6,0,0,64,0,3,0.047
13920.0,512,488,0,6,0,0,64,0,3,0.047
14160.0,512,488,0,6,0,0,64,0,3,0.047
14400.0,512,488,0,6,0,0,64,0,3,0.047
14640.0,512,488,0,6,0,0,64,0,3,0.047
14880.0,512,488,0,6,0,0,64,0,3,0.047
15120.0,512,488,0,6,0,0,64,0,3,0.047
15360.0,512,488,0,6,0,0,64,0,3,0.047
15600.0,512,488,0,6,0,0,64,0,3,0.047
15840.0,512,488,0,6,0,0,64,0,3,0.047
16080.0,512,488,0,6,0,0,64,0,3,0.047
16320.0,512,488,0,6,0,0,64,0,3,0.047
16560.0,512,488,0,6,0,0,64,0,3,0.047
16800.0,512,488,0,6,0,0,64,0,3,0.047
17040.0,512,488,0,6,0,0,64,0,3,0.047
17280.0,512,488,0,6,0,0,64,0,3,0.047
17520.0,512,488,0,6,0,0,64,0,3,0.047
17760.0,512,488,0,6,0,0,64,0,3,0.047
18000.0,512,488,0,6,0,0,64,0,3,0.047
18240.0,512,488,0,6,0,0,64,0,3,0.047
18480.0,512,488,0,6,0,0,64,0,3,0.047
18720.0,512,488,0,6,0,0,64,0,3,0.047
18960.0,512,488,0,6,0,0,64,0,3,0.047
19200.0,512,488,0,6,0,0,64,0,3,0.047
19440.0,512,488,0,6,0,0,64,0,3,0.047
19680.0,512,488,0,6,0,0,64,0,3,0.047
19920.0,512,488,0,6,0,0,64,0,3,0.047
20160.0,512,488,0,6,0,0,64,0,3,0.047
20400.0,512,488,0,6,0,0,64,0,3,0.047
20640.0,512,488,0,6,0,0,64,0,3,0.047
20880.0,512,484,0,7,0,0,64,1,3,0.055
21120.0,512,484,0,7,0,0,64,1,3,0.055
21360.0,512,484,0,7,0,0,64,1,3,0.055
21600.0,512,484,0,7,0,0,64,1,3,0.055
21840.0,512,484,0,7,0,0,64,1,3,0.055
22080.0,512,484,0,7,0,0,64,1,3,0.055
22320.0,512,484,0,7,0,0,64,1,3,0.055
22560.0,512,484,0,7,0,0,64,1,3,0.055
22800.0,512,484,0,7,0,0,64,1,3,0.055
23040.0,512,484,0,7,0,0,64,1,3,0.055
23280.0,512,484,0,7,0,0,64,1,3,0.055
23520.0,512,484,0,7,0,0,64,1,3,0.055
23760.0,512,484,0,7,0,0,64,1,3,0.055
24000.0,512,484,0,7,0,0,64,1,3,0.055
24240.0,512,484,0,7,0,0,64,1,3,0.055
24480.0,512,484,0,7,0,0,64,1,3,0.055
24720.0,512,484,0,7,0,0,64,1,3,0.055
24960.0,512,484,0,7,0,0,64,1,3,0.055
25200.0,512,484,0,7,0,0,64,1,3,0.055
25440.0,512,484,0,7,0,0,64,1,3,0.055
25680.0,512,484,0,7,0,0,64,1,3,0.055
25920.0,512,484,0,7,0,0,64,1,3,0.055
26160.0,512,484,0,7,0,0,64,1,3,0.055
26400.0,512,484,0,7,0,0,64,1,3,0.055
26640.0,512,484,0,7,0,0,64,1,3,0.055
26880.0,512,484,0,7,0,0,64,1,3,0.055
27120.0,512,484,0,7,0,0,64,1,3,0.055
27360.0,512,484,0,7,0,0,64,1,3,0.055
27600.0,512,484,0,7,0,0,64,1,3,0.055
27840.0,512,460,0,10,0,0,64,4,3,0.102
28080.0,512,428,0,14,0,0,64,8,3,0.164
28320.0,512,444,0,12,0,0,64,6,3,0.133
28560.0,512,420,0,15,0,0,64,9,3,0.18
28800.0,512,420,0,15,0,0,64,9,3,0.18
29040.0,512,412,0,16,0,0,64,10,3,0.195
29280.0,512,412,0,16,0,0,64,10,3,0.195
29520.0,512,412,0,16,0,0,64,10,3,0.195
29760.0,512,412,0,16,0,0,64,10,3,0.195
30000.0,512,412,0,16,0,0,64,10,3,0.195
30240.0,512,412,0,16,0,0,64,10,3,0.195
30480.0,512,412,0,16,0,0,64,10,3,0.195
30720.0,512,412,0,16,0,0,64,10,3,0.195
30960.0,512,412,0,16,0,0,64,10,3,0.195
31200.0,512,412,0,16,0,0,64,10,3,0.195
31440.0,512,412,0,16,0,0,64,10,3,0.195
31680.0,512,412,0,16,0,0,64,10,3,0.195
31920.0,512,412,0,16,0,0,64,10,3,0.195
32160.0,512,412,0,16,0,0,64,10,3,0.195
32400.0,512,420,0,15,0,0,64,9,3,0.18
32640.0,512,436,0,13,0,0,64,7,3,0.148
32880.0,512,436,0,13,0,0,64,7,3,0.148
33120.0,512,436,0,13,0,0,64,7,3,0.148
33360.0,512,436,0,13,0,0,64,7,3,0.148
33600.0,512,436,0,13,0,0,64,7,3,0.148
33840.0,512,436,0,13,0,0,64,7,3,0.148
34080.0,512,436,0,13,0,0,64,7,3,0.148
34320.0,512,436,0,13,0,0,64,7,3,0.148
34560.0,512,436,0,13,0,0,64,7,3,0.148
34800.0,512,436,0,13,0,0,64,7,3,0.148
35040.0,512,436,0,13,0,0,64,7,3,0.148
35280.0,512,436,0,13,0,0,64,7,3,0.148
35520.0,512,436,0,13,0,0,64,7,3,0.148
35760.0,512,436,0,13,0,0,64,7,3,0.148
36000.0,512,436,0,13,0,0,64,7,3,0.148
36240.0,512,436,0,13,0,0,64,7,3,0.148
36480.0,512,436,0,13,0,0,64,7,3,0.148
36720.0,512,436,0,13,0,0,64,7,3,0.148
36960.0,512,436,0,13,0,0,64,7,3,0.148
37200.0,512,436,0,13,0,0,64,7,3,0.148
37440.0,512,436,0,13,0,0,64,7,3,0.148
37680.0,512,436,0,13,0,0,64,7,3,0.148
37920.0,512,436,0,13,0,0,64,7,3,0.148
38160.0,512,436,0,13,0,0,64,7,3,0.148
38400.0,512,436,0,13,0,0,64,7,3,0.148
38640.0,512,436,0,13,0,0,64,7,3,0.148
38880.0,512,436,0,13,0,0,64,7,3,0.148
39120.0,512,436,0,13,0,0,64,7,3,0.148
39360.0,512,436,0,13,0,0,64,7,3,0.148
39600.0,512,436,0,13,0,0,64,7,3,0.148
39840.0,512,436,0,13,0,0,64,7,3,0.148
40080.0,512,436,0,13,0,0,64,7,3,0.148
40320.0,512,436,0,13,0,0,64,7,3,0.148
40560.0,512,436,0,13,0,0,64,7,3,0.148
40800.0,512,436,0,13,0,0,64,7,3,0.148
41040.0,512,436,0,13,0,0,64,7,3,0.148
41280.0,512,436,0,13,0,0,64,7,3,0.148
41520.0,512,436,0,13,0,0,64,7,3,0.148
41760.0,512,436,0,13,0,0,64,7,3,0.148
42000.0,512,436,0,13,0,0,64,7,3,0.148
42240.0,512,436,0,13,0,0,64,7,3,0.148
42480.0,512,436,0,13,0,0,64,7,3,0.148
42720.0,512,436,0,13,0,0,64,7,3,0.148
42960.0,512,436,0,13,0,0,64,7,3,0.148
43200.0,512,436,0,13,0,0,64,7,3,0.148
43440.0,512,436,0,13,0,0,64,7,3,0.148
43680.0,512,436,0,13,0,0,64,7,3,0.148
43920.0,512,436,0,13,0,0,64,7,3,0.148
44160.0,512,436,0,13,0,0,64,7,3,0.148
44400.0,512,436,0,13,0,0,64,7,3,0.148
44640.0,512,436,0,13,0,0,64,7,3,0.148
44880.0,512,436,0,13,0,0,64,7,3,0.148
45120.0,512,436,0,13,0,0,64,7,3,0.148
45360.0,512,436,0,13,0,0,64,7,3,0.148
45600.0,512,436,0,13,0,0,64,7,3,0.148
45840.0,512,436,0,13,0,0,64,7,3,0.148
46080.0,512,436,0,13,0,0,64,7,3,0.148
46320.0,512,436,0,13,0,0,64,7,3,0.148
46560.0,512,436,0,13,0,0,64,7,3,0.148
46800.0,512,436,0,13,0,0,64,7,3,0.148
47040.0,512,436,0,13,0,0,64,7,3,0.148
47280.0,512,436,0,13,0,0,64,7,3,0.148
47520.0,512,436,0,13,0,0,64,7,3,0.148
47760.0,512,436,0,13,0,0,64,7,3,0.148
48000.0,512,436,0,13,0,0,64,7,3,0.148
48240.0,512,436,0,13,0,0,64,7,3,0.148
48480.0,512,436,0,13,0,0,64,7,3,0.148
48720.0,512,436,0,13,0,0,64,7,3,0.148
48960.0,512,436,0,13,0,0,64,7,3,0.148
49200.0,512,436,0,13,0,0,64,7,3,0.148
49440.0,512,436,0,13,0,0,64,7,3,0.148
49680.0,512,436,0,13,0,0,64,7,3,0.148
49920.0,512,436,0,13,0,0,64,7,3,0.148
50160.0,512,436,0,13,0,0,64,7,3,0.148
50400.0,512,436,0,13,0,0,64,7,3,0.148
50640.0,512,436,0,13,0,0,64,7,3,0.148
50880.0,512,436,0,13,0,0,64,7,3,0.148
51120.0,512,436,0,13,0,0,64,7,3,0.148
51360.0,512,436,0,13,0,0,64,7,3,0.148
51600.0,512,436,0,13,0,0,64,7,3,0.148
51840.0,512,436,0,13,0,0,64,7,3,0.148
52080.0,512,436,0,13,0,0,64,7,3,0.148
52320.0,512,436,0,13,0,0,64,7,3,0.148
52560.0,512,436,0,13,0,0,64,7,3,0.148
52800.0,512,436,0,13,0,0,64,7,3,0.148
53040.0,512,436,0,13,0,0,64,7,3,0.148
53280.0,512,436,0,13,0,0,64,7,3,0.148
53520.0,512,436,0,13,0,0,64,7,3,0.148
53760.0,512,436,0,13,0,0,64,7,3,0.148
54000.0,512,436,0,13,0,0,64,7,3,0.148
54240.0,512,436,0,13,0,0,64,7,3,0.148
54480.0,512,436,0,13,0,0,64,7,3,0.148
54720.0,512,436,0,13,0,0,64,7,3,0.148
54960.0,512,436,0,13,0,0,64,7,3,0.148
55200.0,512,436,0,13,0,0,64,7,3,0.148
55440.0,512,436,0,13,0,0,64,7,3,0.148
55680.0,512,436,0,13,0,0,64,7,3,0.148
55920.0,512,436,0,13,0,0,64,7,3,0.148
56160.0,512,436,0,13,0,0,64,7,3,0.148
56400.0,512,436,0,13,0,0,64,7,3,0.148
56640.0,512,436,0,13,0,0,64,7,3,0.148
56880.0,512,436,0,13,0,0,64,7,3,0.148
57120.0,512,436,0,13,0,0,64,7,3,0.148
57360.0,512,436,0,13,0,0,64,7,3,0.148
57600.0,512,436,0,13,0,0,64,7,3,0.148
57840.0,512,436,0,13,0,0,64,7,3,0.148
58080.0,512,436,0,13,0,0,64,7,3,0.148
58320.0,512,436,0,13,0,0,64,7,3,0.148
58560.0,512,436,0,13,0,0,64,7,3,0.148
58800.0,512,436,0,13,0,0,64,7,3,0.148
59040.0,512,436,0,13,0,0,64,7,3,0.148
59280.0,512,436,0,13,0,0,64,7,3,0.148
59520.0,512,436,0,13,0,0,64,7,3,0.148
59760.0,512,436,0,13,0,0,64,7,3,0.148
60000.0,512,436,0,13,0,0,64,7,3,0.148
60240.0,512,436,0,13,0,0,64,7,3,0.148
60480.0,512,436,0,13,0,0,64,7,3,0.148
60720.0,512,436,0,13,0,0,64,7,3,0.148
60960.0,512,436,0,13,0,0,64,7,3,0.148
61200.0,512,436,0,13,0,0,64,7,3,0.148
61440.0,512,436,0,13,0,0,64,7,3,0.148
61680.0,512,436,0,13,0,0,64,7,3,0.148
61920.0,512,436,0,13,0,0,64,7,3,0.148
62160.0,512,436,0,13,0,0,64,7,3,0.148
62400.0,512,436,0,13,0,0,64,7,3,0.148
62640.0,512,436,0,13,0,0,64,7,3,0.148
62880.0,512,436,0,13,0,0,64,7,3,0.148
63120.0,512,436,0,13,0,0,64,7,3,0.148
63360.0,512,436,0,13,0,0,64,7,3,0.148
63600.0,512,436,0,13,0,0,64,7,3,0.148
63840.0,512,436,0,13,0,0,64,7,3,0.148
64080.0,512,436,0,13,0,0,64,7,3,0.148
64320.0,512,436,0,13,0,0,64,7,3,0.148
64560.0,512,436,0,13,0,0,64,7,3,0.148
64800.0,512,436,0,13,0,0,64,7,3,0.148
65040.0,512,436,0,13,0,0,64,7,3,0.148
65280.0,512,436,0,13,0,0,64,7,3,0.148
65520.0,512,436,0,13,0,0,64,7,3,0.148
65760.0,512,436,0,13,0,0,64,7,3,0.148
66000.0,512,436,0,13,0,0,64,7,3,0.148
66240.0,512,436,0,13,0,0,64,7,3,0.148
66480.0,512,436,0,13,0,0,64,7,3,0.148
66720.0,512,436,0,13,0,0,64,7,3,0.148
66960.0,512,436,0,13,0,0,64,7,3,0.148
67200.0,512,436,0,13,0,0,64,7,3,0.148
67440.0,512,436,0,13,0,0,64,7,3,0.148
67680.0,512,436,0,13,0,0,64,7,3,0.148
67920.0,512,436,0,13,0,0,64,7,3,0.148
68160.0,512,436,0,13,0,0,64,7,3,0.148
68400.0,512,436,0,13,0,0,64,7,3,0.148
68640.0,512,436,0,13,0,0,64,7,3,0.148
68880.0,512,436,0,13,0,0,64,7,3,0.148
69120.0,512,436,0,13,0,0,64,7,3,0.148
69360.0,512,436,0,13,0,0,64,7,3,0.148
69600.0,512,436,0,13,0,0,64,7,3,0.148
69840.0,512,436,0,13,0,0,64,7,3,0.148
70080.0,512,436,0,13,0,0,64,7,3,0.148
70320.0,512,436,0,13,0,0,64,7,3,0.148
70560.0,512,436,0,13,0,0,64,7,3,0.148
70800.0,512,436,0,13,0,0,64,7,3,0.148
71040.0,512,436,0,13,0,0,64,7,3,0.148
71280.0,512,444,0,12,0,0,64,6,3,0.133
71520.0,512,444,0,12,0,0,64,6,3,0.133
71760.0,512,444,0,12,0,0,64,6,3,0.133
72000.0,512,444,0,12,0,0,64,6,3,0.133
72240.0,512,444,0,12,0,0,64,6,3,0.133
72480.0,512,444,0,12,0,0,64,6,3,0.133
72720.0,512,444,0,12,0,0,64,6,3,0.133
72960.0,512,444,0,12,0,0,64,6,3,0.133
73200.0,512,444,0,12,0,0,64,6,3,0.133
73440.0,512,444,0,12,0,0,64,6,3,0.133
73680.0,512,444,0,12,0,0,64,6,3,0.133
73920.0,512,444,0,12,0,0,64,6,3,0.133
74160.0,512,444,0,12,0,0,64,6,3,0.133
74400.0,512,444,0,12,0,0,64,6,3,0.133
74640.0,512,444,0,12,0,0,64,6,3,0.133
74880.0,512,444,0,12,0,0,64,6,3,0.133
75120.0,512,444,0,12,0,0,64,6,3,0.133
75360.0,512,444,0,12,0,0,64,6,3,0.133
75600.0,512,444,0,12,0,0,64,6,3,0.133
75840.0,512,444,0,12,0,0,64,6,3,0.133
76080.0,512,444,0,12,0,0,64,6,3,0.133
76320.0,512,444,0,12,0,0,64,6,3,0.133
76560.0,512,444,0,12,0,0,64,6,3,0.133
76800.0,512,444,0,12,0,0,64,6,3,0.133
77040.0,512,444,0,12,0,0,64,6,3,0.133
77280.0,512,444,0,12,0,0,64,6,3,0.133
77520.0,512,444,0,12,0,0,64,6,3,0.133
77760.0,512,396,0,18,0,0,64,12,3,0.227
78000.0,512,396,0,18,0,0,64,12,3,0.227
78240.0,512,396,0,18,0,0,64,12,3,0.227
78480.0,512,396,0,18,0,0,64,12,3,0.227
78720.0,512,396,0,18,0,0,64,12,3,0.227
78960.0,512,396,0,18,0,0,64,12,3,0.227
79200.0,512,396,0,18,0,0,64,12,3,0.227
79440.0,512,396,0,18,0,0,64,12,3,0.227
79680.0,512,396,0,18,0,0,64,12,3,0.227
79920.0,512,396,0,18,0,0,64,12,3,0.227
80160.0,512,396,0,18,0,0,64,12,3,0.227
80400.0,512,396,0,18,0,0,64,12,3,0.227
80640.0,512,396,0,18,0,0,64,12,3,0.227
80880.0,512,396,0,18,0,0,64,12,3,0.227
81120.0,512,396,0,18,0,0,64,12,3,0.227
81360.0,512,396,0,18,0,0,64,12,3,0.227
81600.0,512,396,0,18,0,0,64,12,3,0.227
81840.0,512,396,0,18,0,0,64,12,3,0.227
82080.0,512,396,0,18,0,0,64,12,3,0.227
82320.0,512,396,0,18,0,0,64,12,3,0.227
82560.0,512,396,0,18,0,0,64,12,3,0.227
82800.0,512,396,0,18,0,0,64,12,3,0.227
83040.0,512,396,0,18,0,0,64,12,3,0.227
83280.0,512,396,0,18,0,0,64,12,3,0.227
83520.0,512,396,0,18,0,0,64,12,3,0.227
83760.0,512,396,0,18,0,0,64,12,3,0.227
84000.0,512,396,0,18,0,0,64,12,3,0.227
84240.0,512,396,0,18,0,0,64,12,3,0.227
84480.0,512,396,0,18,0,0,64,12,3,0.227
84720.0,512,396,0,18,0,0,64,12,3,0.227
